company,link,country,sector,industry,pages,auditor,type,text,tot_credits,removal,reduction,standard,eu,ca,ccs,notes
TenneT Holding,https://tennet-drupal.s3.eu-central-1.amazonaws.com/default/2025-03/Integrated%20Annual%20Report%20TenneT%20Holding%202024%20publication_0.pdf,Netherlands,Infrastructure,Electric Utilities & Power Generators,60,Deloitte,4,"TenneT has an absolute emission reduction target and does
not have a net-zero, long-term target yet. We therefore do
not currently consider GHG removals as part of our climate
mitigation strategy to reach our targets in our own operations,
nor in our upstream and downstream value chain, and we are
not investigating technical carbon removal solutions.
We resort to buying Gold Standard and VCS carbon credits
from the voluntary carbon markets for meeting our rotating
credit facilities performance targets and our 2025 climateneutrality goals. How many credits we purchase is dictated
by our rotating credit facility performance targets and our
actual performance with respect to SF6
 leakages and mobility.
Refer to the paragraph “TenneT’s sustainable Revolving
Credit Facility: linking climate performance to finance” in
section Transition to a brighter energy future within social
and planetary boundaries. We also purchase Gold Standard
carbon credits to offset part of the emissions from the
consumption of natural gas of our non-technical locations,
relating to the natural gas consumption in our offices.
TenneT follows a three-step approach for both our 2025
climate-neutrality and 2030 targets. We aim to reduce our
direct and indirect emissions, and where this is not possible,
to green our emissions by using market-based instruments.
Where our efforts in reducing and greening do not succeed
due to the nature of our operations, we purchase carbon
credits to fulfil our term facility-linked performance metrics
and our 2025 climate-neutrality target. For our 2030 SBTi
targets, offsetting using carbon credits is not a consideration
since our targets relate to absolute emission reductions. Like
any neutrality claim, we direct our focus to reducing our
emissions in line with our absolute emission reduction targets
and for the parts which we absolutely cannot avoid given
our role as a critical infrastructure operator, we resort to
buying carbon offsets only to meet our 2025 climate-neutrality
goals. The challenge therefore remains to reduce grid losses
sufficiently and therefore achieving our climate-neutrality 2025
goal. This does not interfere with our 2030 SBTi targets, since
these are an absolute reduction target with reference to a
2019 baseline.
Our Gold Standard and VCS carbon credits are purchased
through the voluntary carbon market. Certification of the
credits are a minimum requirement and are subjected
to availability in the voluntary carbon market. We opt
for renewable energy projects in developing countries. All
Gold Standard and VCS-certified activities follow a Gs4GG
certification process. Activities must deliver impact on a
minimum of three UN Sustainable Development Goals
(SDGs) and ensure that climate initiatives also work for
climate justice, by delivering benefits to SDGs such as
no poverty, good health and wellbeing, gender equality,
water and sanitation, affordable clean energy, ecosystem and
biodiversity conservation, and of course climate action. In line
with the gender-sensitive design principles, all Gold Standard
and VCS-certified activities must take into account the overall
societal context from a gender perspective and comply with
gender equality and women’s empowerments requirements.
Given the developments within the voluntary carbon markets,
we choose our credits carefully but are limited to the market
options available. We also consider our societal role and keep
affordability as a key element when purchasing credits. Our
Gold Standard credits to compensate for our natural gas
emissions are obtained through our supplier of natural gas.
TenneT has a climate-neutrality 2025 target which covers
our material emissions for scope 1, 2 and the mobility part
of our scope 3 emissions which was approved in 2018. In
2019, we embarked on a more robust climate target setting
accredited to a recognised science-based framework. Since
our short-term target for 2025 is still a part of our approved
strategy and we transition from that towards our absolute
reduction 2030 target, we treat the climate-neutrality target as
an intermediate step.
The quantity of total carbon credits cancelled in 2024
were 31,122 tonnes of CO2eq. Refer to the table hereafter
for detailed information. The share of carbon credits that
qualifies as a corresponding adjustment under Article 6
of the Paris Agreement is not relevant for TenneT, since
we do not participate in voluntary carbon market projects
as a collaborative partnership for national goals. TenneT
does not purchase carbon credits in advance to enable
future cancellation. Refer to the targets methodology for the
significant assumptions taken into account.","31,122",Not specified,Not specified,"Gold Standard, VCS",0,0,,
Tessenderlo Group,https://www.tessenderlo.com/en/media/1946/download?attachment,Belgium,Resource Transformation,Chemicals,75,KPMG,3,,0,,,,,,,
TF1,https://groupe-tf1.fr/sites/default/files//pdf-financiers/TF1_URD_2024_UK_0.pdf,France,Services,Media & Entertainment,104,EY,2,"The Rejeneo initiative, led by Bouygues SA and Elan (a consulting
firm that is a subsidiary of Bouygues Construction), aims to
support the Bouygues Group's business lines in the voluntary
carbon market with a view to restoring carbon sinks, and only to
the extent of their residual and irreducible emissions.
This initiative, which is dedicated to the engineering involved in
restoring carbon sinks aims to support them in their climate
strategies over the long term. Rejeneo has forged partnerships
with ecosystem restoration specialists (such as Agoterra and La
Société Forestière) and carries out due diligence on suggested
projects to ensure that they address local biodiversity issues and
that all resources are implemented and provided with a view to
ensuring that the expected outcomes are eventually achieved.
The TF1 group has set itself strict quality criteria on the nature of
the certificates purchased, on the types of project (only naturebased projects), on the targeted regions, the recognised carbon
standards and on the proven co-benefits for local communities
and biodiversity.
In parallel with the TF1 group's priority decarbonisation efforts,
this initiative represents a means of contributing both to climate
change mitigation beyond the Group's value chains, and to the
conservation and restoration of habitats that are critical for
biodiversity, local communities and climate change adaptation.
However, and in accordance with the GHG Protocol, the amount of
purchased carbon credits is not deducted from the scope 1, 2
and 3 emissions reported by the Group. Accordingly, the TF1
group states that none of the carbon credit financing activities
that it has previously carried out or will carry out in the future are
aimed at offsetting its greenhouse gas emissions (GHG) as part of
the E1-6 disclosure requirement on GHG emissions. In terms of
its own operations, the TF1 group has not identified any potential
means of absorbing or storing GHGs but has, however, financed
projects outside its value chain that contribute to the natural
absorption of GHGs.
Without waiting for the declaration of Net Zero targets, the TF1
group is already financing high-integrity carbon sequestration
credits in order to ultimately achieve a balance between residual
and irreducible emissions and sequestered emissions.
In this context, TF1's ad sales house, TF1 Pub, has financed
projects in France recognised by the Bas Carbone (low carbon)
Label. TF1 Pub has supported 9 of these projects since 2022:
● afforestation and reforestation projects;
● arable crop farming projects;
● agroforestry projects.","1,976",100,0,Label Bas Carbone,100,0,,
TGS NOPEC Geophysical Co,https://www.tgs.com/hubfs/Financial%20Reports/Annual%20Reports/2024%20Annual%20Report/TGS%202024%20Annual%20Report.pdf,Norway,Extractives & Mineral Processing,Oil & Gas – Services,91,KPMG,3,,0,,,,,,,
Thales,https://www.thalesgroup.com/sites/default/files/database/document/2025-04/Universal%20Registration%20Document%202024%20-%20Thales_0.pdf,France,Resource Transformation,Aerospace & Defence,94,PwC,3,,0,,,,,,,
The Navigator Company,https://www.thenavigatorcompany.com/wp-content/uploads/2025/04/RA2024-NVG-en.pdf,Portugal,Renewable Resources & Alternative Energy,Pulp & Paper Products,180,KPMG,3,,0,,,,,,,
Thermador Groupe,https://www.thermador-groupe.fr/wp-content/uploads/urd-2024.pdf,France,Consumer Goods,Multiline and Specialty Retailers & Distributors,84,KPMG,3,,0,,,,,,,
Tietoevry,https://ar2024.tietoevry.com/siteassets/tietoevry_annual_report_2024.pdf,Finland,Technology & Communications,Software & IT Services,79,Deloitte,1,"Financing GHG emission reduction projects through purchasing high-quality carbon credits is a recognized
method of contributing to climate change mitigation. High-quality carbon credits are essential, as they ensure
that the projects funded are genuinely effective in reducing or removing GHG emissions. Quality carbon credits
have considered topics like additionality, durability, leakage, external verification of the methodology and
calculations, and evaluation of the impacts on other sustainability areas.
Tietoevry cancelled carbon credits which corresponds to 1 280 metric tonnes of CO2eq for voluntary offsets of
its own GHG emissions related to operations in Norway. 100% of these carbon reduction credits were
purchased from two Gold Standard programme projects in India. Gold Standard programmes qualify as a
corresponding adjustment under Article 6 of the Paris Agreement. The main purpose of the projects’ activity is to
generate electricity through sustainable means using solar power and wind power resources. The generated
renewable electricity will contribute to climate change mitigation efforts.
All credits are issued by default after the annual monitoring and verification process, and 10% of all credits are
pooled into a buffer account. If any reversals occur in the projects, the carbon losses are covered through the
cancellation of an equivalent number of buffer credits from the buffer pool. The carbon credits have been issued
in accordance with the relevant standard’s protocols and are tracked in the registry to prevent double counting
or double selling. The serial number of the credits cancelled is available. No adjustments have been issued for
these carbon credits. The carbon credit projects that Tietoevry invests in include:
• Renewable energy projects (wind power generation) with distribution within the Indian power grid
• Renewable energy (solar power generation) projects within selected Indian states
Tietoevry is aiming to reach net zero in scope 1 and 2 by 2026. In connection to this commitment, the plan is to
remove the residual GHG emissions, less than 10%, with high quality carbon removal. In 2024 no removal project
credits were purchased.","1,280",0,100,Gold Standard,0,0,,
TKH,https://storage.tkhgroup.com/cms/assets/TKH_Annual_Report_2024_324a0e861e.pdf,Netherlands,Technology & Communications,Software & IT Services,75,EY,3,,0,,,,,,,
TKM Grupp,https://nasdaqbaltic.com/market/upload/reports/tkm/2024_ar_en_eur_con_00.pdf,Estonia,Food & Beverage,Food Retailers & Distributors,58,PwC,3,,0,,,,,,,
TOMRA Systems,https://www.tomra.com/-/media/project/tomra/tomra/investor-relations/annual-reports/annual-report-2024.pdf,Norway,Resource Transformation,Industrial Machinery & Goods,71,PwC,3,,0,,,,,,,
